seed,scenario,contamination,delay,static_f1,adaptive_f1,delta,static_macro,adaptive_macro,static_fpr,adaptive_fpr,events,accepted_feedback,false_adaptations,feedback_contamination,recovery_windows,drift_threshold,confidence_threshold,trigger_drift,trigger_conf
42,static,0.0,1,0.8800696257615318,0.8872362504323763,0.007166624670844501,0.8590712406128458,0.8663303110862688,0.1085,0.1085,6,1500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,6,0
42,static,0.0,5,0.8800696257615318,0.8816269772292716,0.0015573514677398315,0.8590712406128458,0.8606392479741838,0.1085,0.1085,6,1500,0,0.0,5.0,0.09443437418763684,0.8406797008852273,6,0
42,static,0.4,1,0.8800696257615318,0.8698401545757949,-0.010229471185736916,0.8590712406128458,0.8488973236310597,0.1085,0.1085,6,1500,0,0.37999999999999995,,0.09443437418763684,0.8406797008852273,6,4
42,static,0.4,5,0.8800696257615318,0.8745845723281441,-0.005485053433387677,0.8590712406128458,0.8535892742565306,0.1085,0.1085,6,1500,0,0.37999999999999995,,0.09443437418763684,0.8406797008852273,6,3
42,gradual,0.0,1,0.7869532428355958,0.8074142724745135,0.020461029638917716,0.7731614595779341,0.7908949755423599,0.1085,0.1085,6,1500,0,0.0,3.0,0.09443437418763684,0.8406797008852273,6,3
42,gradual,0.0,5,0.7869532428355958,0.7933233308327082,0.006370087997112472,0.7731614595779341,0.7786239619030721,0.1085,0.1085,6,1500,0,0.0,4.0,0.09443437418763684,0.8406797008852273,6,3
42,gradual,0.4,1,0.7869532428355958,0.7860377358490566,-0.000915506986539194,0.7731614595779341,0.7723805700521879,0.1085,0.1085,6,1500,0,0.37999999999999995,3.0,0.09443437418763684,0.8406797008852273,6,3
42,gradual,0.4,5,0.7869532428355958,0.7935495968498031,0.0065963540142073285,0.7731614595779341,0.7788189381292083,0.1085,0.1085,6,1500,0,0.37999999999999995,3.0,0.09443437418763684,0.8406797008852273,6,3
42,abrupt,0.0,1,0.642043056141832,0.7612629957643434,0.11921993962251143,0.659866073870992,0.7516260879778853,0.1085,0.1085,6,1500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,6,2
42,abrupt,0.0,5,0.642043056141832,0.6434745941387308,0.0014315379968987685,0.659866073870992,0.6609041222548324,0.1085,0.1085,6,1500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,6,0
42,abrupt,0.4,1,0.642043056141832,0.6850602902105049,0.04301723406867286,0.659866073870992,0.691658792060412,0.1085,0.1085,6,1500,0,0.37999999999999995,0.0,0.09443437418763684,0.8406797008852273,6,5
42,abrupt,0.4,5,0.642043056141832,0.6414695945945946,-0.0005734615472373639,0.659866073870992,0.6594506027684219,0.1085,0.1085,6,1500,0,0.37999999999999995,0.0,0.09443437418763684,0.8406797008852273,6,2
42,oscillating,0.0,1,0.7641183250096043,0.783972783972784,0.019854458963179722,0.7539823998848605,0.7706230452036356,0.1085,0.1085,6,1500,0,0.0,3.0,0.09443437418763684,0.8406797008852273,6,3
42,oscillating,0.0,5,0.7641183250096043,0.7707298433320596,0.006611518322455323,0.7539823998848605,0.759473188556504,0.1085,0.1085,6,1500,0,0.0,3.0,0.09443437418763684,0.8406797008852273,6,3
42,oscillating,0.4,1,0.7641183250096043,0.755271812729735,-0.008846512279869323,0.7539823998848605,0.74671063209453,0.1085,0.1085,6,1500,0,0.37999999999999995,3.0,0.09443437418763684,0.8406797008852273,6,3
42,oscillating,0.4,5,0.7641183250096043,0.7610244559984595,-0.003093869011144834,0.7539823998848605,0.7514296401065732,0.1085,0.1085,6,1500,0,0.37999999999999995,3.0,0.09443437418763684,0.8406797008852273,6,3
42,stealth,0.0,1,0.3028224742811923,0.4226526109340525,0.11983013665286019,0.4385750316324628,0.5124578710809429,0.1085,0.1085,6,1500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,6,6
42,stealth,0.0,5,0.3028224742811923,0.36368260427263477,0.06086012999144247,0.4385750316324628,0.4756778215825929,0.1085,0.1085,6,1500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,6,4
42,stealth,0.4,1,0.3028224742811923,0.34856262833675566,0.045740154055563365,0.4385750316324628,0.4663848528315495,0.1085,0.1085,6,1500,0,0.37999999999999995,0.0,0.09443437418763684,0.8406797008852273,6,6
42,stealth,0.4,5,0.3028224742811923,0.3361779156969227,0.03335544141573038,0.4385750316324628,0.4588112797137801,0.1085,0.1085,6,1500,0,0.37999999999999995,0.0,0.09443437418763684,0.8406797008852273,6,6
42,hybrid,0.0,1,0.49356122687895104,0.6761316872427984,0.18257046036384733,0.5580042126714532,0.684953003154473,0.1085,0.1085,6,1500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,6,4
42,hybrid,0.0,5,0.49356122687895104,0.5127138233934351,0.019152596514484033,0.5580042126714532,0.5705973064799392,0.1085,0.1085,6,1500,0,0.0,0.0,0.09443437418763684,0.8406797008852273,6,3
42,hybrid,0.4,1,0.49356122687895104,0.5730760700820581,0.07951484320310703,0.5580042126714532,0.6112512020415755,0.1085,0.1085,6,1500,0,0.37999999999999995,0.0,0.09443437418763684,0.8406797008852273,6,6
42,hybrid,0.4,5,0.49356122687895104,0.5030246626337832,0.009463435754832161,0.5580042126714532,0.5642096305101572,0.1085,0.1085,6,1500,0,0.37999999999999995,0.0,0.09443437418763684,0.8406797008852273,6,3
52,static,0.0,1,0.8765217391304347,0.8854382332643203,0.00891649413388551,0.8547314578005114,0.8637467094009518,0.115,0.115,6,1500,0,0.0,0.0,0.09754014344345072,0.8527583069028859,6,0
52,static,0.0,5,0.8765217391304347,0.8792505204718946,0.0027287813414598183,0.8547314578005114,0.857472285731698,0.115,0.115,6,1500,0,0.0,0.0,0.09754014344345072,0.8527583069028859,6,0
52,static,0.4,1,0.8765217391304347,0.8626760563380281,-0.01384568279240661,0.8547314578005114,0.8410602503912363,0.115,0.115,6,1500,0,0.38866666666666666,,0.09754014344345072,0.8527583069028859,6,5
52,static,0.4,5,0.8765217391304347,0.8704318936877077,-0.00608984544272706,0.8547314578005114,0.8486707471241621,0.115,0.115,6,1500,0,0.38866666666666666,0.0,0.09754014344345072,0.8527583069028859,6,3
52,gradual,0.0,1,0.775587566338135,0.7950009326618168,0.019413366323681847,0.7624762556500158,0.7790482136902531,0.115,0.115,6,1500,0,0.0,3.0,0.09754014344345072,0.8527583069028859,6,3
52,gradual,0.0,5,0.775587566338135,0.7829691032403918,0.007381536902256847,0.7624762556500158,0.7687224032826,0.115,0.115,6,1500,0,0.0,5.0,0.09754014344345072,0.8527583069028859,6,3
52,gradual,0.4,1,0.775587566338135,0.7720965595894317,-0.0034910067487032848,0.7624762556500158,0.7595447980475118,0.115,0.115,6,1500,0,0.38866666666666666,4.0,0.09754014344345072,0.8527583069028859,6,4
52,gradual,0.4,5,0.775587566338135,0.7797506611258028,0.004163094787667854,0.7624762556500158,0.7659909276729737,0.115,0.115,6,1500,0,0.38866666666666666,4.0,0.09754014344345072,0.8527583069028859,6,4
52,abrupt,0.0,1,0.6411442995372318,0.7716295873740254,0.13048528783679358,0.6579720735200456,0.7591537517127457,0.115,0.115,6,1500,0,0.0,0.0,0.09754014344345072,0.8527583069028859,6,2
52,abrupt,0.0,5,0.6411442995372318,0.6434271314573708,0.0022828319201390057,0.6579720735200456,0.6596288005511368,0.115,0.115,6,1500,0,0.0,0.0,0.09754014344345072,0.8527583069028859,6,1
52,abrupt,0.4,1,0.6411442995372318,0.6864579097193981,0.045313610182166286,0.6579720735200456,0.6915170304205018,0.115,0.115,6,1500,0,0.38866666666666666,0.0,0.09754014344345072,0.8527583069028859,6,5
52,abrupt,0.4,5,0.6411442995372318,0.6310659037931765,-0.010078395744055335,0.6579720735200456,0.6506967466324338,0.115,0.115,6,1500,0,0.38866666666666666,0.0,0.09754014344345072,0.8527583069028859,6,3
52,oscillating,0.0,1,0.7652905198776758,0.7815918521312712,0.016301332253595424,0.753870092153603,0.7675519924768744,0.115,0.115,6,1500,0,0.0,3.0,0.09754014344345072,0.8527583069028859,6,3
52,oscillating,0.0,5,0.7652905198776758,0.7702265372168284,0.00493601733915261,0.753870092153603,0.7579803425498509,0.115,0.115,6,1500,0,0.0,3.0,0.09754014344345072,0.8527583069028859,6,3
52,oscillating,0.4,1,0.7652905198776758,0.7519319938176198,-0.013358526060056053,0.753870092153603,0.742881419794382,0.115,0.115,6,1500,0,0.38866666666666666,3.0,0.09754014344345072,0.8527583069028859,6,3
