seed,scenario,contamination,delay,static_f1,adaptive_f1,delta,static_macro,adaptive_macro,static_fpr,adaptive_fpr,events,accepted_feedback,false_adaptations,feedback_contamination,recovery_windows,drift_threshold,confidence_threshold,trigger_drift,trigger_conf
42,static,0.0,1,0.8800696257615318,0.8860803324099723,0.0060107066484405,0.8590712406128458,0.8651519086292285,0.1085,0.1085,12,3000,0,0.0,6.0,0.09443437418763684,0.8406797008852273,12,0
42,static,0.0,5,0.8800696257615318,0.881432545201669,0.0013629194401372224,0.8590712406128458,0.8604432029209852,0.1085,0.1085,12,3000,0,0.0,6.0,0.09443437418763684,0.8406797008852273,12,0
42,static,0.4,1,0.8800696257615318,0.8700386371619249,-0.010030988599606938,0.8590712406128458,0.8490927045540233,0.1085,0.1085,12,3000,0,0.383,,0.09443437418763684,0.8406797008852273,12,8
42,static,0.4,5,0.8800696257615318,0.8743876836948915,-0.0056819420666403,0.8590712406128458,0.8533936551060826,0.1085,0.1085,12,3000,0,0.383,,0.09443437418763684,0.8406797008852273,12,6
42,gradual,0.0,1,0.7869532428355958,0.805421463052358,0.0184682202167622,0.7731614595779341,0.7891433279717793,0.1085,0.1085,12,3000,0,0.0,4.0,0.09443437418763684,0.8406797008852273,12,7
42,gradual,0.0,5,0.7869532428355958,0.792644023268906,0.005690780433310283,0.7731614595779341,0.7780389887271526,0.1085,0.1085,12,3000,0,0.0,5.0,0.09443437418763684,0.8406797008852273,12,7
42,gradual,0.4,1,0.7869532428355958,0.7862667421241275,-0.000686500711468252,0.7731614595779341,0.7725758056226085,0.1085,0.1085,12,3000,0,0.383,4.0,0.09443437418763684,0.8406797008852273,12,9
42,gradual,0.4,5,0.7869532428355958,0.7944538130035601,0.007500570167964349,0.7731614595779341,0.7795987701089,0.1085,0.1085,12,3000,0,0.383,4.0,0.09443437418763684,0.8406797008852273,12,8
42,abrupt,0.0,1,0.642043056141832,0.767905017234776,0.125861961092944,0.659866073870992,0.7571211984457681,0.1085,0.1085,12,3000,0,0.0,0.0,0.09443437418763684,0.8406797008852273,12,4
42,abrupt,0.0,5,0.642043056141832,0.6417563858982478,-0.00028667024358419724,0.659866073870992,0.659658356354026,0.1085,0.1085,12,3000,0,0.0,0.0,0.09443437418763684,0.8406797008852273,12,0
42,abrupt,0.4,1,0.642043056141832,0.6893460990018334,0.04730304286000142,0.659866073870992,0.6948989383243306,0.1085,0.1085,12,3000,0,0.383,0.0,0.09443437418763684,0.8406797008852273,12,9
42,abrupt,0.4,5,0.642043056141832,0.6394586593360119,-0.0025843968058201217,0.659866073870992,0.6579953133523163,0.1085,0.1085,12,3000,0,0.383,0.0,0.09443437418763684,0.8406797008852273,12,4
42,oscillating,0.0,1,0.7641183250096043,0.7812085622276946,0.01709023721809033,0.7539823998848605,0.7682785026770754,0.1085,0.1085,12,3000,0,0.0,0.0,0.09443437418763684,0.8406797008852273,12,6
42,oscillating,0.0,5,0.7641183250096043,0.7686124401913875,0.00449411518178322,0.7539823998848605,0.7577093614569503,0.1085,0.1085,12,3000,0,0.0,0.0,0.09443437418763684,0.8406797008852273,12,6
42,oscillating,0.4,1,0.7641183250096043,0.7514069474092762,-0.012711377600328144,0.7539823998848605,0.7435598797289831,0.1085,0.1085,12,3000,0,0.383,0.0,0.09443437418763684,0.8406797008852273,12,8
42,oscillating,0.4,5,0.7641183250096043,0.7593521018125723,-0.004766223197032016,0.7539823998848605,0.7500541148863443,0.1085,0.1085,12,3000,0,0.383,0.0,0.09443437418763684,0.8406797008852273,12,8
42,stealth,0.0,1,0.3028224742811923,0.4207167403043692,0.11789426602317687,0.4385750316324628,0.5112358591835717,0.1085,0.1085,12,3000,0,0.0,0.0,0.09443437418763684,0.8406797008852273,12,11
42,stealth,0.0,5,0.3028224742811923,0.3565772669220945,0.053754792640902216,0.4385750316324628,0.47130424562209905,0.1085,0.1085,12,3000,0,0.0,0.0,0.09443437418763684,0.8406797008852273,12,8
